,CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192
160,0,1,0,2,0,8,0,0,1,0,0,5,0,7,4,0,6,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0
161,1,3,3,0,1,19,1,0,1,0,0,7,1,14,4,2,15,1,1,0,1,0,3,0,0,1,0,2,0,0,1,0,0,3,6,3,0,0,0,6,1,0
162,1,1,2,2,0,4,0,0,4,0,0,9,1,18,2,0,9,0,0,2,0,0,3,1,0,0,0,2,0,0,0,1,0,0,2,2,0,1,0,3,0,0
163,1,1,0,0,0,7,0,0,3,0,0,0,1,8,5,4,6,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,2,0,1,1
164,0,0,1,2,0,3,0,0,1,0,0,6,0,7,8,0,13,1,1,1,0,0,2,0,0,3,0,2,0,1,0,0,0,0,4,1,0,0,0,5,0,1
165,0,0,1,0,2,11,0,0,0,0,0,4,0,12,1,3,9,0,2,0,0,0,2,1,1,3,0,1,0,0,0,0,0,1,4,2,0,3,0,1,0,0
166,0,1,1,0,0,1,1,0,2,3,0,7,0,7,4,1,11,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2
167,2,1,4,4,0,7,0,0,2,0,0,7,1,17,6,1,13,0,0,2,0,1,3,0,0,2,0,3,0,0,0,0,0,1,3,2,1,0,0,4,0,0
168,1,0,1,0,1,3,0,0,3,1,0,1,0,7,4,3,12,0,1,3,0,2,3,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0
169,0,3,2,1,1,35,2,0,3,2,0,13,0,22,9,2,20,0,0,1,0,3,5,1,0,2,0,3,2,0,0,1,1,2,3,5,0,0,2,2,4,0
170,2,0,1,0,1,9,0,0,3,0,0,3,1,10,3,2,6,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,4,1,0,0,0,1,1,0
171,1,0,1,4,1,22,0,0,2,2,1,2,0,11,3,1,10,0,3,0,0,0,4,0,0,1,0,2,0,0,1,1,0,0,2,0,0,0,0,1,0,1
172,1,0,3,1,1,14,0,0,0,2,0,5,4,10,10,1,47,0,3,1,1,1,0,1,0,3,1,4,1,0,0,1,0,1,2,2,0,0,0,5,0,0
173,2,7,0,2,1,3,0,0,1,0,0,4,0,5,2,0,10,0,2,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,4,2,0,0,0,3,0,0
174,0,1,0,2,1,4,0,1,2,0,0,2,0,5,7,1,3,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0
175,1,1,2,0,1,6,2,0,0,2,0,4,0,14,6,1,15,0,0,1,0,1,4,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,3,0,0
176,0,0,4,3,1,12,0,0,1,2,1,9,0,5,4,3,13,1,1,1,0,0,3,0,0,0,0,2,0,1,0,0,1,0,3,1,0,0,0,1,0,0
177,0,3,3,3,1,13,0,0,2,3,0,7,1,7,5,2,6,1,1,0,0,2,8,1,0,2,0,2,1,0,1,0,0,1,7,1,0,0,0,4,0,0
178,2,0,1,7,1,23,0,0,4,2,0,7,1,25,4,0,14,0,0,3,0,1,3,0,0,0,0,4,0,0,0,0,1,2,2,0,0,0,1,1,1,0
179,2,1,3,0,0,0,1,0,3,0,2,12,2,9,1,3,7,3,3,0,0,0,1,4,39,5,0,5,0,0,1,0,0,1,2,4,2,3,0,1,0,2
180,3,0,1,0,1,1,0,0,2,2,0,4,0,13,4,1,16,0,3,2,0,1,4,1,0,1,0,2,0,0,0,0,0,1,2,2,0,0,1,1,2,1
181,0,0,4,0,0,10,0,0,2,0,0,4,1,6,4,0,8,0,1,1,0,0,3,0,1,0,0,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0
182,1,1,4,3,1,3,0,0,1,0,0,3,0,10,7,1,16,1,0,4,0,2,3,1,0,0,0,5,1,0,0,0,0,1,6,0,0,0,1,4,0,0
183,0,0,2,0,1,3,0,0,2,0,0,2,0,8,6,0,6,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,3,3,0
184,1,0,6,3,1,15,1,0,6,0,0,7,1,9,6,3,14,0,0,3,0,0,4,0,0,0,0,6,0,0,0,1,1,1,0,3,1,0,1,6,0,1
185,0,0,1,2,1,6,1,0,3,2,0,7,0,9,4,0,17,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,1,3,2,1,0,0,1,1,0,0
186,2,0,8,2,0,21,1,1,1,3,2,12,2,38,110,4,61,2,3,3,1,3,9,1,0,3,0,3,1,0,2,2,1,3,9,1,1,4,4,4,2,0
187,1,1,3,0,0,35,1,0,1,0,0,8,0,12,5,0,7,1,1,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,4,2,0,3,1,4,0,0
188,0,0,4,0,1,11,2,0,1,0,0,5,0,6,2,3,12,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0
189,0,0,1,4,3,0,0,0,1,0,0,11,1,12,8,1,20,0,2,0,0,2,3,1,0,2,0,1,0,0,0,0,0,2,5,0,0,0,3,5,0,0
190,2,0,4,6,1,31,0,0,2,2,0,8,2,14,2,3,10,4,4,5,0,0,3,1,0,1,1,4,0,0,0,1,0,2,6,2,1,0,3,1,3,0
191,0,1,0,0,0,9,0,1,0,0,0,3,1,6,2,1,11,1,0,3,0,1,2,3,0,2,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0
192,1,1,0,4,1,7,1,0,4,2,0,9,3,9,6,5,13,0,3,4,1,2,2,1,0,0,0,0,1,0,0,0,0,1,5,0,0,2,0,1,0,0
193,1,0,0,0,1,14,0,0,2,0,0,5,0,12,3,3,12,1,0,1,1,3,2,0,1,1,0,5,0,0,2,0,0,0,3,4,1,0,0,1,3,0
194,0,0,2,3,0,2,0,0,3,3,0,3,0,9,5,0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,4,0,0,0
195,0,1,0,0,0,1,0,0,2,0,0,2,0,0,3,0,4,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
196,2,3,2,0,0,22,0,1,1,0,3,5,0,14,14,0,10,2,0,0,0,0,9,0,0,1,0,4,0,1,1,2,0,2,5,0,0,0,0,4,0,0
197,0,0,1,4,1,5,2,0,1,0,0,3,0,8,5,2,11,0,0,1,0,0,3,2,0,1,0,2,1,0,0,0,0,0,3,2,0,0,2,3,0,1
198,1,4,5,0,0,17,0,0,5,3,1,2,5,12,6,0,14,0,3,1,0,0,3,1,0,2,0,0,1,0,0,0,0,2,3,2,0,0,4,1,0,0
199,0,0,1,2,0,7,0,0,0,2,0,7,0,7,4,0,15,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0
200,0,0,1,2,0,5,0,0,2,0,0,4,1,10,6,3,8,0,1,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,1,3,4,0
201,0,2,0,0,1,1,1,0,0,0,1,4,0,4,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,2,2,0
202,1,0,6,1,1,30,0,0,2,2,0,12,0,14,1,2,21,0,3,2,0,2,3,1,0,3,1,5,0,0,1,0,0,0,2,3,0,2,3,1,3,0
203,0,2,1,0,0,4,0,0,1,0,0,2,1,0,1,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0
204,1,2,1,0,1,2,0,0,1,1,0,3,1,7,4,2,8,0,2,1,0,0,3,1,0,1,1,0,2,0,0,0,0,0,2,2,0,0,1,5,0,0
205,1,2,1,0,1,9,0,0,1,0,0,9,1,8,0,3,10,0,1,1,0,1,2,1,0,1,0,2,1,0,0,0,0,0,2,3,1,2,2,3,2,1
206,1,1,3,3,2,15,1,0,2,5,0,5,1,19,3,2,16,0,0,0,0,1,3,0,0,1,0,6,0,1,1,1,0,3,5,1,0,0,0,4,1,0
207,2,0,4,5,0,20,0,0,6,5,0,16,3,28,5,7,30,0,3,3,0,2,5,3,0,1,0,0,1,1,1,0,0,0,5,5,0,2,1,8,0,1
208,0,2,2,2,1,4,1,0,0,0,0,7,1,4,3,2,8,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,2,4,2,0,1,0,1,0,1
209,0,0,2,3,0,20,1,0,2,2,0,4,0,9,10,5,7,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,1,0
210,0,0,6,5,1,2,1,0,1,0,0,7,2,7,4,4,10,0,5,2,0,0,3,0,0,1,0,1,0,1,0,0,0,0,4,2,0,0,0,3,1,0
211,2,2,3,1,1,10,0,0,2,2,1,0,0,23,20,3,20,0,4,4,0,1,0,1,0,3,1,7,0,0,0,0,0,0,2,2,0,3,0,1,4,0
212,1,0,0,2,1,0,1,0,4,2,1,4,0,0,2,1,7,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0
213,1,0,2,5,1,2,1,0,3,2,0,9,2,7,5,3,14,0,2,0,0,3,3,0,0,2,0,0,0,0,1,0,1,0,4,0,0,0,0,1,1,0
214,2,4,2,4,1,25,0,0,3,5,0,14,2,12,15,1,19,1,4,1,0,0,7,2,1,0,0,7,1,0,0,0,0,0,5,0,0,2,2,2,0,0
215,1,0,1,0,1,0,0,0,1,0,2,7,1,20,10,1,18,0,0,1,0,0,3,0,0,0,0,4,2,0,0,1,0,0,6,2,0,0,0,1,4,0
216,3,2,3,6,0,53,4,0,6,4,0,15,2,34,15,4,20,2,2,19,0,1,6,0,0,0,0,5,0,0,3,1,1,0,9,2,1,0,5,7,0,3
217,0,0,1,2,1,4,0,0,3,0,0,6,1,12,3,2,13,0,1,2,1,0,5,2,0,1,0,2,1,0,0,0,0,0,3,1,0,2,1,3,1,0
218,1,0,3,1,0,59,0,0,0,2,0,9,2,13,7,3,10,0,0,0,0,1,7,1,0,2,0,3,1,0,1,1,0,1,0,4,0,0,0,5,0,1
219,1,0,1,0,0,1,0,1,6,0,0,4,0,5,1,2,9,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0
220,0,0,0,4,0,17,1,0,2,0,0,5,0,10,2,2,13,0,1,1,0,0,2,0,0,0,0,3,2,0,0,2,0,2,2,2,0,0,0,8,1,0
221,0,0,4,0,0,14,0,0,1,2,0,8,1,6,4,1,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,1,1,1,0
222,0,0,1,2,0,8,2,0,3,4,0,1,2,1,3,1,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0
223,0,3,4,7,0,12,0,0,3,0,0,6,1,21,6,1,16,1,0,1,0,0,4,0,0,0,0,7,1,0,0,0,0,0,3,0,0,2,0,1,1,0
224,1,0,1,2,0,1,1,0,1,0,0,3,0,3,5,1,6,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,1,0
225,1,0,0,4,0,6,0,0,2,0,0,4,0,6,5,1,11,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,1,3,0,0
226,1,0,0,0,0,8,0,0,1,0,0,3,3,4,7,0,7,0,0,1,0,1,4,1,0,1,0,4,0,1,0,1,0,3,3,4,0,0,1,1,0,0
227,0,0,1,3,0,17,2,0,3,2,0,5,1,17,7,2,12,0,0,3,0,1,3,0,1,2,0,3,0,0,0,2,0,1,2,0,1,0,1,1,1,2
228,1,0,0,2,0,0,0,0,0,0,0,5,0,5,1,0,9,0,3,2,0,2,4,1,0,0,0,3,0,0,0,0,1,2,4,0,0,0,1,0,0,0
229,0,3,4,5,1,13,0,0,3,0,0,17,0,17,7,5,28,3,1,1,0,0,5,3,0,1,0,9,1,0,0,0,0,3,0,1,0,0,3,5,0,1
230,1,0,3,5,0,28,2,0,3,2,1,9,2,16,11,2,11,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,2,5,2,0,0,1,1,2,0
231,2,2,0,2,1,3,0,0,1,0,1,7,2,8,3,1,8,0,3,4,0,2,6,0,0,0,0,5,1,0,2,0,1,0,5,5,0,0,1,10,0,1
232,0,2,0,4,0,20,1,0,8,8,3,11,0,29,15,3,25,1,3,4,0,0,7,1,0,0,0,4,1,2,0,4,1,0,5,2,0,0,2,5,0,0
233,0,1,0,2,0,3,0,0,3,3,0,7,0,4,5,2,10,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4,2,0,0,1,1,0,0
234,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
235,1,0,4,1,0,9,0,0,3,5,3,5,0,16,7,1,28,0,0,2,0,3,3,1,0,1,0,6,1,0,1,1,0,0,6,4,2,2,3,4,4,0
236,0,0,0,0,1,14,0,1,0,0,0,4,2,9,5,0,9,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
237,0,0,0,0,2,1,0,0,1,0,2,4,0,11,3,2,7,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,2,2,0,0,0,4,0,0
238,0,0,3,7,0,31,0,0,2,3,1,8,0,23,7,3,31,0,2,1,0,3,2,1,0,0,0,4,0,1,0,0,0,0,14,2,0,0,2,2,4,2
239,4,0,5,3,3,11,1,0,0,2,1,5,3,21,10,1,22,0,4,2,0,0,2,3,0,0,0,8,1,0,0,1,0,2,5,4,0,2,3,1,0,0
240,2,3,1,3,0,30,1,0,1,0,2,2,0,10,2,2,8,1,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,1
241,0,1,4,1,1,13,1,0,3,0,0,5,1,19,6,3,22,0,0,1,1,2,0,2,0,4,0,5,1,0,0,0,0,5,2,3,1,2,4,6,1,0
242,0,0,1,3,0,8,1,0,1,3,1,5,0,10,6,4,16,0,2,1,0,1,2,1,0,2,0,1,0,0,1,0,2,2,0,1,1,0,4,4,0,0
243,2,2,5,4,2,31,1,0,8,3,2,16,4,22,9,4,27,0,4,5,1,1,4,3,1,0,1,6,1,2,0,2,0,1,7,0,0,0,2,6,6,0
244,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,2,0,0,0,0,4,1,0,5,1,9,6,4,10,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,3,1,0
246,0,4,0,1,0,96,0,0,1,0,0,7,2,19,8,2,17,2,3,2,0,1,3,1,1,0,0,4,1,0,0,0,0,0,3,4,0,2,0,6,0,0
247,0,0,1,0,0,1,1,0,1,0,1,0,0,4,4,3,3,0,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,1,0,4,1,0,13,0,0,2,2,0,8,4,11,9,4,26,1,1,0,0,0,6,0,1,0,0,4,0,0,2,0,0,0,2,2,0,0,0,1,3,0
249,1,0,5,1,0,10,1,0,5,3,0,12,2,19,10,7,32,1,3,3,0,2,3,1,1,1,0,3,1,0,3,1,0,1,4,5,1,0,3,7,3,0
250,0,0,2,5,1,4,0,0,2,0,0,8,1,6,4,2,10,0,0,1,0,0,5,4,0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,1,1,0
251,0,1,5,4,2,4,0,0,0,0,1,2,2,5,4,2,8,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,2,1,0,0,1,5,0,0
252,1,0,2,2,1,1,1,0,2,2,0,5,0,15,11,2,6,0,2,4,0,2,3,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,1,1,0,0
253,0,0,1,0,0,4,0,0,0,1,0,7,1,5,4,0,12,0,0,1,0,0,4,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,1,0
254,1,0,1,0,0,2,1,0,1,0,0,1,1,7,3,0,10,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
255,0,0,1,3,1,11,0,0,1,2,0,9,0,17,6,1,17,1,3,0,0,1,4,2,0,1,0,1,2,0,0,1,0,0,3,2,0,0,0,4,1,2
256,1,0,0,3,2,7,1,0,0,2,0,4,1,14,8,4,13,0,1,1,0,1,2,2,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,1,0,1
257,0,0,0,3,0,0,0,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
258,1,3,3,6,1,11,0,0,2,4,0,8,0,10,6,2,29,0,3,4,1,1,2,1,0,3,0,3,0,0,0,1,0,2,2,2,0,0,1,1,0,0
259,2,1,1,0,0,6,0,1,1,0,0,12,1,5,7,3,14,0,1,2,0,2,2,0,0,1,2,5,1,0,0,0,1,2,5,3,0,0,1,4,0,0
260,1,0,2,1,1,54,1,0,5,0,0,7,0,16,6,2,25,0,2,1,0,1,8,1,0,3,0,2,0,0,1,0,0,0,8,2,0,0,2,2,0,0
261,0,0,2,0,1,4,0,0,4,0,0,4,0,7,3,1,14,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0
262,1,3,3,6,1,13,0,2,0,4,0,6,3,11,6,4,23,0,4,1,1,1,4,2,0,0,0,6,0,0,0,1,0,2,5,1,0,0,3,6,1,0
263,1,1,0,2,2,19,0,0,1,4,0,4,0,8,2,2,10,0,1,0,0,1,4,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,4,1,0,0
264,1,3,0,5,0,9,2,0,4,4,0,10,1,22,8,2,35,0,4,1,0,0,3,1,0,6,1,8,0,0,0,1,2,1,11,4,0,3,3,2,1,0
265,1,0,1,4,2,8,1,0,2,2,0,3,0,12,10,3,18,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,5,2,0,2,1,4,0,0
266,0,0,1,3,1,15,0,0,3,0,0,4,0,5,6,3,10,1,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,2
267,0,0,2,2,0,0,3,0,2,0,0,10,0,13,5,1,11,1,4,3,0,1,6,0,0,0,0,4,1,0,0,0,0,1,5,2,0,0,0,1,0,0
268,0,0,1,2,0,0,0,0,2,0,1,3,0,6,3,2,8,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,1,0
269,3,4,7,5,3,37,0,0,7,6,2,21,6,30,16,4,53,3,5,5,0,2,12,2,0,6,0,10,0,0,0,1,0,1,12,9,1,4,2,8,2,2
270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,3,4,0,21,0,0,3,0,0,9,0,5,1,1,14,1,7,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,1,1,0,0
272,1,4,1,0,1,14,1,0,3,2,0,4,0,6,3,2,14,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,3,2,4,0,0
273,1,0,6,2,1,0,1,0,1,1,1,9,6,6,0,2,2,2,6,0,0,1,4,2,14,2,0,0,2,0,0,0,0,0,0,3,0,1,0,2,1,0
274,0,3,1,3,3,10,1,0,5,4,0,6,0,12,1,2,22,1,1,1,1,0,5,1,0,2,0,1,0,0,1,0,0,0,2,5,0,2,1,1,1,1
275,0,1,2,0,1,1,0,0,2,0,0,4,0,7,6,2,9,0,3,1,0,1,3,1,0,2,0,3,2,0,0,0,0,0,3,3,0,0,1,1,4,0
276,1,1,6,0,1,10,0,1,1,0,0,9,1,5,17,2,14,0,1,1,1,1,0,1,0,0,0,5,1,0,1,0,0,0,6,0,0,0,1,6,0,0
277,2,4,2,1,3,23,0,1,6,3,2,20,2,36,14,5,26,0,0,1,0,0,2,1,0,3,0,5,0,0,0,0,0,2,6,6,0,2,6,8,0,0
278,0,0,0,0,0,2,0,0,3,0,1,1,0,4,0,1,3,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,1,0
279,2,0,3,4,4,66,3,0,7,4,0,14,2,27,8,3,36,3,2,1,1,0,4,2,0,2,0,7,0,0,4,1,1,6,5,1,0,0,2,9,0,0
280,0,3,0,0,1,10,0,0,6,2,1,11,1,15,4,3,25,0,0,0,0,2,7,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0
281,3,1,6,3,0,2,1,0,3,0,0,6,2,14,11,5,8,0,1,1,1,1,3,0,0,0,0,2,1,1,0,0,0,0,2,2,0,0,0,1,1,3
282,0,0,5,0,0,19,0,0,0,2,1,2,1,14,4,0,9,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,1,2,3,0,0,4,1,0,0
283,0,0,1,4,4,8,0,0,1,2,0,8,1,14,8,4,14,0,0,1,0,3,3,2,0,1,0,4,0,1,0,0,0,0,2,3,1,2,0,1,1,0
284,0,0,0,0,1,5,0,0,3,0,0,5,4,11,6,1,10,1,0,1,1,1,3,0,0,1,1,2,0,0,0,1,0,1,4,1,0,0,1,1,0,0
285,1,0,1,3,1,13,0,0,2,3,0,9,0,13,6,2,15,1,1,0,0,1,3,0,0,6,0,4,0,0,0,1,0,1,6,1,0,2,1,1,3,0
286,2,1,0,0,0,0,0,1,1,0,1,5,2,2,2,1,5,0,1,0,0,0,4,0,9,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,2,1
287,2,0,1,0,1,0,0,0,0,0,0,3,0,3,7,1,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,1,0,0,0,1,18,0,0,2,2,1,4,0,14,5,1,18,1,0,0,0,2,7,1,0,0,0,2,1,0,0,0,0,0,0,6,0,4,1,6,0,0
289,0,0,0,1,1,16,1,0,6,0,0,6,4,13,5,2,17,0,1,6,0,0,3,1,1,1,0,3,0,0,0,1,0,2,4,0,0,2,0,4,1,0
290,1,0,6,6,1,4,1,0,5,7,0,9,0,21,9,6,28,0,3,4,0,2,7,1,1,2,2,8,0,0,3,0,0,1,5,3,0,2,3,7,1,0
291,0,1,0,1,1,22,0,0,0,0,0,11,1,16,2,4,16,0,0,0,0,1,9,1,0,3,1,3,1,0,0,0,0,1,10,3,0,0,0,1,0,0
292,1,0,0,8,0,18,0,0,2,5,0,12,3,22,8,5,37,1,3,2,1,1,3,3,0,4,0,5,2,0,0,1,0,1,7,3,0,3,3,6,3,1
293,2,1,1,4,1,2,1,0,2,2,1,9,0,10,15,3,21,2,0,1,0,2,3,0,0,4,0,2,0,0,0,0,0,1,3,0,1,0,5,1,0,0
294,0,3,0,5,1,42,1,0,5,7,0,10,3,23,14,1,16,1,0,2,0,1,8,0,0,3,0,2,0,0,0,0,0,1,9,2,0,0,2,6,2,0
295,2,2,0,7,0,50,1,0,1,0,1,0,2,29,2,0,8,0,2,68,3,1,5,0,1,2,0,0,0,1,0,0,0,0,4,1,0,3,3,5,0,0
296,2,9,4,1,0,17,0,0,0,0,0,3,4,4,5,4,279,3,2,0,4,0,0,1,0,0,1,5,2,0,2,0,0,0,16,2,1,2,2,9,8,1
297,2,4,0,2,3,1,2,3,0,0,0,6,0,15,333,2,126,4,2,1,0,7,23,0,0,2,0,2,3,0,0,0,1,0,6,2,0,3,0,4,0,3
298,0,4,3,1,1,29,2,0,1,0,0,2,0,49,0,3,7,1,0,57,0,1,3,0,0,1,0,1,3,0,0,0,0,0,2,0,0,2,1,5,0,2
299,0,0,3,0,0,3,0,0,0,0,0,3,0,1,0,1,197,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0
300,11,10,5,15,8,2,8,1,4,6,3,12,6,64,1964,9,238,10,13,0,3,11,11,1,0,1,0,10,5,4,3,7,2,3,22,16,2,14,6,30,6,7
301,0,0,2,4,0,64,0,0,1,0,2,2,0,60,4,1,3,0,2,183,1,3,3,0,0,0,0,0,2,0,0,1,0,0,1,1,0,2,2,6,0,0
302,0,0,0,1,2,0,1,0,2,0,2,0,2,15,83,0,72,2,3,0,0,11,65,58,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,2,4,0
303,29,2,0,7,0,35,4,0,44,0,0,0,0,123,0,0,5,1,0,139,2,2,4,1,1,5,0,1,1,0,0,0,0,0,4,0,1,6,5,17,0,0
304,2,2,2,6,1,2,3,2,1,3,0,3,2,26,250,2,85,3,2,0,0,25,255,98,0,2,1,0,1,0,0,0,3,0,4,2,0,0,2,5,3,1
305,3,2,0,10,1,71,0,1,12,0,2,4,4,46,0,1,6,0,2,257,3,4,3,1,0,0,1,3,0,0,2,0,0,0,5,1,0,7,4,9,2,4
306,17,2,0,7,2,19,2,0,49,3,3,3,2,149,72,1,35,2,2,253,4,5,7,2,0,6,0,5,1,2,0,0,0,2,4,2,0,3,6,13,2,5
307,1,6,2,5,0,13,0,0,2,0,1,1,3,28,0,2,8,0,3,138,1,2,3,2,0,4,0,1,41,0,0,31,1,0,5,0,0,2,5,1,2,1
308,0,7,0,2,0,4,0,0,0,0,0,1,2,3,0,0,31,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,2,0
309,4,10,1,6,0,42,0,0,0,0,1,1,0,59,2,1,2,0,0,23,0,1,0,0,0,0,0,0,6,0,2,0,1,0,2,0,0,0,1,1,1,0
310,0,5,2,5,0,10,2,0,4,0,2,2,3,22,4,1,441,3,3,0,1,0,8,0,0,0,0,3,2,0,7,1,0,1,44,2,4,2,3,13,13,0
311,0,2,0,11,1,118,4,1,4,0,3,3,2,109,1,3,5,2,2,215,1,7,6,1,0,2,0,2,5,0,2,0,1,2,1,0,0,6,3,15,3,0
312,0,0,0,2,0,14,0,0,1,0,0,3,0,31,3,0,2,0,1,40,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
313,0,2,7,3,0,2,0,0,2,0,0,2,2,6,46,0,85,4,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
314,8,6,5,13,3,33,6,0,2,6,2,5,6,38,188,2,792,22,10,0,4,3,12,0,3,2,0,4,4,0,7,2,1,0,26,3,8,5,5,30,9,3
315,1,2,0,0,0,0,1,0,1,1,0,0,1,1,0,0,153,1,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,0
316,41,9,8,50,3,36,55,1,58,11,2,1,4,76,0,58,2,18,6,178,7,17,39,14,40,42,19,15,184,10,15,75,120,11,4,17,1193,24,37,296,16,86
317,4,0,2,6,0,71,0,0,18,0,2,0,0,79,0,2,3,2,0,193,4,8,3,1,1,0,0,0,1,0,4,1,0,1,3,1,0,2,0,14,0,1
318,0,0,0,1,0,7,6,0,3,0,0,2,0,5,136,0,89,5,3,1,3,5,7,0,0,0,1,0,1,0,0,0,0,0,3,5,0,4,0,7,4,0
319,1,3,0,4,0,12,4,0,1,3,0,5,0,11,0,1,286,2,2,0,4,0,4,0,2,0,1,0,0,0,0,0,0,1,17,0,1,3,2,2,15,1
